,speed
51249,car:0km/H
51250,car:0km/H
51251,car:0km/H
51252,car:0km/H
51253,person:6km/H
51254,motorcycle:4km/H
51255,car:0km/H
51256,car:0km/H
51257,car:0km/H
51258,car:0km/H
51259,person:4km/H
51260,motorcycle:3km/H
51261,car:0km/H
51262,car:0km/H
51263,car:0km/H
51264,car:0km/H
51265,person:2km/H
51266,motorcycle:2km/H
51267,car:0km/H
51268,car:0km/H
51269,car:0km/H
51270,car:0km/H
51271,person:2km/H
51272,motorcycle:1km/H
51273,car:0km/H
51274,car:0km/H
51275,car:0km/H
51276,car:0km/H
51277,person:2km/H
51278,motorcycle:3km/H
51279,car:0km/H
51280,car:0km/H
51281,car:0km/H
51282,person:2km/H
51283,car:0km/H
51284,person:3km/H
51285,motorcycle:3km/H
51286,car:0km/H
51287,car:0km/H
51288,car:0km/H
51289,person:1km/H
51290,car:0km/H
51291,person:3km/H
51292,motorcycle:3km/H
51293,car:0km/H
51294,car:0km/H
51295,car:0km/H
51296,person:1km/H
51297,car:0km/H
51298,person:4km/H
51299,motorcycle:3km/H
51300,car:1km/H
51301,car:0km/H
51302,car:0km/H
51303,car:0km/H
51304,person:1km/H
51305,car:0km/H
51306,person:3km/H
51307,motorcycle:2km/H
51308,car:0km/H
51309,car:0km/H
51310,car:0km/H
51311,car:0km/H
51312,person:0km/H
51313,car:0km/H
51314,person:3km/H
51315,motorcycle:2km/H
51316,car:0km/H
51317,car:0km/H
51318,car:0km/H
51319,car:0km/H
51320,person:1km/H
51321,car:0km/H
51322,person:3km/H
51323,motorcycle:2km/H
51324,car:0km/H
51325,car:0km/H
51326,car:0km/H
51327,person:1km/H
51328,car:0km/H
51329,car:0km/H
51330,car:0km/H
51331,car:0km/H
51332,person:1km/H
51333,car:0km/H
51334,car:0km/H
51335,car:0km/H
51336,car:0km/H
51337,person:1km/H
51338,car:0km/H
51339,car:0km/H
51340,car:0km/H
51341,car:0km/H
51342,car:0km/H
51343,motorcycle:2km/H
51344,car:0km/H
51345,car:0km/H
51346,car:0km/H
51347,car:0km/H
51348,motorcycle:1km/H
51349,car:0km/H
51350,car:0km/H
51351,car:0km/H
51352,car:0km/H
51353,motorcycle:2km/H
51354,car:0km/H
51355,car:0km/H
51356,car:0km/H
51357,person:1km/H
51358,car:0km/H
51359,motorcycle:2km/H
51360,car:0km/H
51361,car:0km/H
51362,car:0km/H
51363,person:1km/H
51364,car:0km/H
51365,motorcycle:2km/H
51366,car:0km/H
51367,car:0km/H
51368,car:0km/H
51369,motorcycle:2km/H
51370,car:0km/H
51371,car:0km/H
51372,car:0km/H
51373,motorcycle:2km/H
51374,car:0km/H
51375,car:0km/H
51376,car:0km/H
51377,motorcycle:3km/H
51378,car:0km/H
51379,car:0km/H
51380,car:0km/H
51381,person:1km/H
51382,motorcycle:3km/H
51383,car:0km/H
51384,car:0km/H
51385,car:0km/H
51386,person:0km/H
51387,motorcycle:3km/H
51388,car:0km/H
51389,car:0km/H
51390,car:0km/H
51391,person:1km/H
51392,motorcycle:3km/H
51393,car:0km/H
51394,car:0km/H
51395,car:0km/H
51396,car:0km/H
51397,person:1km/H
51398,motorcycle:3km/H
51399,car:0km/H
51400,car:0km/H
51401,car:0km/H
51402,car:0km/H
51403,person:1km/H
51404,motorcycle:3km/H
51405,car:0km/H
51406,car:0km/H
51407,car:0km/H
51408,car:0km/H
51409,person:1km/H
51410,motorcycle:2km/H
51411,car:0km/H
51412,car:0km/H
51413,person:0km/H
51414,car:0km/H
51415,car:0km/H
51416,person:0km/H
51417,motorcycle:2km/H
51418,car:0km/H
51419,car:0km/H
51420,person:0km/H
51421,car:0km/H
51422,car:0km/H
51423,person:1km/H
51424,motorcycle:3km/H
51425,car:0km/H
51426,car:0km/H
51427,person:0km/H
51428,car:0km/H
51429,car:0km/H
51430,person:1km/H
51431,motorcycle:3km/H
51432,car:0km/H
51433,car:0km/H
51434,car:0km/H
51435,person:1km/H
51436,motorcycle:4km/H
51437,car:0km/H
51438,car:0km/H
51439,car:0km/H
51440,person:1km/H
51441,motorcycle:3km/H
51442,car:0km/H
51443,person:3km/H
51444,person:0km/H
51445,car:0km/H
51446,car:0km/H
51447,person:1km/H
51448,motorcycle:3km/H
51449,car:0km/H
51450,person:2km/H
51451,person:0km/H
51452,car:0km/H
51453,car:0km/H
51454,person:2km/H
51455,motorcycle:3km/H
51456,car:0km/H
51457,person:3km/H
51458,person:0km/H
51459,car:0km/H
51460,car:0km/H
51461,person:2km/H
51462,car:0km/H
51463,car:0km/H
51464,car:0km/H
51465,person:2km/H
51466,car:0km/H
51467,car:0km/H
51468,car:0km/H
51469,person:2km/H
51470,car:0km/H
51471,car:0km/H
51472,car:0km/H
51473,person:2km/H
51474,car:0km/H
51475,car:0km/H
51476,car:0km/H
51477,person:2km/H
51478,car:0km/H
51479,person:3km/H
51480,car:0km/H
51481,car:0km/H
51482,person:1km/H
51483,car:0km/H
51484,person:2km/H
51485,car:0km/H
51486,car:0km/H
51487,person:1km/H
51488,car:0km/H
51489,person:2km/H
51490,car:0km/H
51491,car:0km/H
51492,person:1km/H
51493,car:0km/H
51494,person:2km/H
51495,car:0km/H
51496,car:0km/H
51497,person:1km/H
51498,car:0km/H
51499,car:0km/H
51500,car:0km/H
51501,person:1km/H
51502,car:0km/H
51503,car:0km/H
51504,car:0km/H
51505,person:1km/H
51506,car:0km/H
51507,car:0km/H
51508,car:0km/H
51509,person:1km/H
51510,car:0km/H
51511,car:0km/H
51512,car:0km/H
51513,person:1km/H
51514,car:0km/H
51515,car:1km/H
51516,car:0km/H
51517,car:0km/H
51518,person:1km/H
51519,car:0km/H
51520,car:1km/H
51521,car:0km/H
51522,car:0km/H
51523,person:1km/H
51524,car:0km/H
51525,car:0km/H
51526,car:0km/H
51527,car:0km/H
51528,person:1km/H
51529,car:0km/H
51530,car:1km/H
51531,car:0km/H
51532,car:0km/H
51533,car:0km/H
51534,car:0km/H
51535,car:0km/H
51536,car:0km/H
51537,car:0km/H
51538,car:0km/H
51539,car:0km/H
51540,car:0km/H
51541,car:0km/H
51542,car:0km/H
51543,car:0km/H
51544,car:0km/H
51545,car:0km/H
51546,car:0km/H
51547,car:0km/H
51548,car:0km/H
51549,car:0km/H
51550,car:0km/H
51551,car:0km/H
51552,car:0km/H
51553,car:0km/H
51554,car:0km/H
51555,car:0km/H
51556,car:0km/H
51557,person:21km/H
51558,car:0km/H
51559,car:1km/H
51560,car:0km/H
51561,car:0km/H
51562,person:13km/H
51563,car:0km/H
51564,car:1km/H
51565,car:0km/H
51566,car:0km/H
51567,person:9km/H
51568,car:0km/H
51569,car:1km/H
51570,car:0km/H
51571,car:0km/H
51572,person:7km/H
51573,car:0km/H
51574,car:0km/H
51575,person:1km/H
51576,car:0km/H
51577,car:0km/H
51578,person:5km/H
51579,car:0km/H
51580,car:0km/H
51581,person:0km/H
51582,car:0km/H
51583,car:0km/H
51584,car:0km/H
51585,car:0km/H
51586,car:0km/H
51587,car:0km/H
51588,car:0km/H
51589,car:0km/H
51590,car:0km/H
51591,car:0km/H
51592,car:0km/H
51593,car:0km/H
51594,person:1km/H
51595,car:0km/H
51596,car:0km/H
51597,car:0km/H
51598,car:0km/H
51599,car:0km/H
51600,car:0km/H
51601,car:0km/H
51602,car:0km/H
51603,car:0km/H
51604,car:0km/H
51605,car:0km/H
51606,car:0km/H
51607,car:1km/H
51608,car:0km/H
51609,car:0km/H
51610,car:0km/H
51611,car:0km/H
51612,car:0km/H
51613,car:0km/H
51614,car:0km/H
51615,car:0km/H
51616,car:0km/H
51617,car:0km/H
51618,car:0km/H
51619,car:0km/H
51620,car:0km/H
51621,car:0km/H
51622,car:0km/H
51623,car:0km/H
51624,car:0km/H
51625,car:0km/H
51626,car:0km/H
51627,car:1km/H
51628,car:0km/H
51629,car:0km/H
51630,car:0km/H
51631,car:1km/H
51632,car:0km/H
51633,car:0km/H
51634,car:0km/H
51635,car:1km/H
51636,car:0km/H
51637,car:0km/H
51638,car:0km/H
51639,car:1km/H
51640,person:2km/H
51641,car:0km/H
51642,car:0km/H
51643,car:0km/H
51644,car:1km/H
51645,person:1km/H
51646,car:0km/H
51647,car:0km/H
51648,car:0km/H
51649,car:1km/H
51650,car:0km/H
51651,car:0km/H
51652,car:0km/H
51653,car:1km/H
51654,car:0km/H
51655,car:0km/H
51656,car:0km/H
51657,car:1km/H
51658,car:0km/H
51659,car:0km/H
51660,car:0km/H
51661,car:1km/H
51662,car:0km/H
51663,car:0km/H
51664,car:0km/H
51665,car:0km/H
51666,car:0km/H
51667,car:0km/H
51668,car:0km/H
51669,car:0km/H
51670,car:0km/H
51671,car:0km/H
51672,car:0km/H
51673,car:0km/H
51674,car:0km/H
51675,car:0km/H
51676,car:0km/H
51677,car:0km/H
51678,car:0km/H
51679,car:0km/H
51680,car:0km/H
51681,car:0km/H
51682,car:0km/H
51683,car:0km/H
51684,car:0km/H
51685,car:0km/H
51686,car:0km/H
51687,car:0km/H
51688,car:0km/H
51689,car:0km/H
51690,car:0km/H
51691,car:0km/H
51692,car:0km/H
51693,car:0km/H
51694,car:0km/H
51695,car:0km/H
51696,car:0km/H
51697,car:0km/H
51698,car:0km/H
51699,car:0km/H
51700,car:0km/H
51701,car:0km/H
51702,car:0km/H
51703,car:0km/H
51704,car:0km/H
51705,car:0km/H
51706,car:0km/H
51707,car:0km/H
51708,car:0km/H
51709,car:0km/H
51710,car:0km/H
51711,car:0km/H
51712,car:0km/H
51713,car:0km/H
51714,car:0km/H
51715,car:0km/H
51716,car:0km/H
51717,car:0km/H
51718,car:0km/H
51719,car:0km/H
51720,car:0km/H
51721,car:0km/H
51722,car:0km/H
51723,car:0km/H
51724,car:0km/H
51725,car:0km/H
51726,car:0km/H
51727,car:0km/H
51728,car:0km/H
51729,car:0km/H
51730,motorcycle:1km/H
51731,car:0km/H
51732,car:0km/H
51733,car:0km/H
51734,motorcycle:1km/H
51735,car:0km/H
51736,car:0km/H
51737,car:0km/H
51738,car:0km/H
51739,car:0km/H
51740,car:0km/H
51741,car:0km/H
51742,car:0km/H
51743,car:0km/H
51744,person:1km/H
51745,car:0km/H
51746,car:0km/H
51747,car:0km/H
51748,person:0km/H
51749,truck:0km/H
51750,car:0km/H
51751,car:0km/H
51752,car:0km/H
51753,person:0km/H
51754,car:1km/H
51755,car:0km/H
51756,car:0km/H
51757,car:0km/H
51758,person:0km/H
51759,car:0km/H
51760,car:0km/H
51761,car:0km/H
51762,car:0km/H
51763,truck:0km/H
51764,car:0km/H
51765,car:0km/H
51766,car:0km/H
51767,truck:0km/H
51768,car:0km/H
51769,car:0km/H
51770,car:0km/H
51771,person:0km/H
51772,truck:0km/H
51773,car:0km/H
51774,car:0km/H
51775,car:0km/H
51776,person:0km/H
51777,truck:0km/H
51778,car:0km/H
51779,car:0km/H
51780,car:0km/H
51781,person:0km/H
51782,truck:0km/H
51783,car:0km/H
51784,car:0km/H
51785,car:0km/H
51786,person:0km/H
51787,truck:0km/H
51788,car:0km/H
51789,car:0km/H
51790,car:0km/H
51791,person:0km/H
51792,truck:0km/H
51793,car:0km/H
51794,car:0km/H
51795,car:0km/H
51796,person:0km/H
51797,truck:0km/H
51798,car:0km/H
51799,car:0km/H
51800,car:1km/H
51801,person:0km/H
51802,truck:0km/H
51803,car:0km/H
51804,car:0km/H
51805,car:1km/H
51806,person:0km/H
51807,truck:0km/H
51808,car:0km/H
51809,car:0km/H
51810,car:0km/H
51811,person:0km/H
51812,truck:0km/H
51813,car:0km/H
51814,car:0km/H
51815,car:0km/H
51816,car:0km/H
51817,person:0km/H
51818,truck:0km/H
51819,car:0km/H
51820,car:0km/H
51821,car:0km/H
51822,car:0km/H
51823,person:0km/H
51824,truck:0km/H
51825,car:1km/H
51826,car:0km/H
51827,car:0km/H
51828,car:0km/H
51829,person:0km/H
51830,truck:0km/H
51831,car:1km/H
51832,car:0km/H
51833,car:0km/H
51834,car:0km/H
51835,person:0km/H
51836,truck:0km/H
51837,car:1km/H
51838,car:0km/H
51839,car:0km/H
51840,car:0km/H
51841,person:0km/H
51842,truck:0km/H
51843,car:1km/H
51844,car:0km/H
51845,car:0km/H
51846,car:0km/H
51847,person:0km/H
51848,truck:0km/H
51849,car:0km/H
51850,car:0km/H
51851,car:0km/H
51852,car:0km/H
51853,person:0km/H
51854,truck:0km/H
51855,car:1km/H
51856,car:0km/H
51857,car:0km/H
51858,car:1km/H
51859,car:0km/H
51860,car:0km/H
51861,car:1km/H
51862,car:0km/H
51863,car:0km/H
51864,car:1km/H
51865,car:0km/H
51866,car:0km/H
51867,car:1km/H
51868,car:0km/H
51869,car:0km/H
51870,truck:0km/H
51871,car:1km/H
51872,car:0km/H
51873,car:0km/H
51874,truck:0km/H
51875,car:1km/H
51876,car:0km/H
51877,car:0km/H
51878,truck:0km/H
51879,car:1km/H
51880,car:0km/H
51881,car:0km/H
51882,truck:0km/H
51883,car:1km/H
51884,car:0km/H
51885,car:0km/H
51886,truck:0km/H
51887,car:1km/H
51888,car:0km/H
51889,car:0km/H
51890,truck:0km/H
51891,car:1km/H
51892,car:0km/H
51893,car:0km/H
51894,truck:0km/H
51895,car:1km/H
51896,car:0km/H
51897,car:0km/H
51898,truck:0km/H
51899,car:1km/H
51900,car:0km/H
51901,car:0km/H
51902,truck:0km/H
51903,car:1km/H
51904,car:0km/H
51905,car:0km/H
51906,truck:0km/H
51907,car:1km/H
51908,car:0km/H
51909,car:0km/H
51910,truck:0km/H
51911,car:1km/H
51912,car:0km/H
51913,car:0km/H
51914,truck:0km/H
51915,car:1km/H
51916,car:0km/H
51917,car:0km/H
51918,truck:0km/H
51919,car:1km/H
51920,car:0km/H
51921,car:0km/H
51922,truck:0km/H
51923,car:1km/H
51924,car:0km/H
51925,car:0km/H
51926,truck:0km/H
51927,car:1km/H
51928,car:0km/H
51929,car:0km/H
51930,truck:0km/H
51931,car:1km/H
51932,car:0km/H
51933,car:0km/H
51934,truck:0km/H
51935,car:1km/H
51936,car:0km/H
51937,car:0km/H
51938,truck:0km/H
51939,car:1km/H
51940,car:0km/H
51941,car:0km/H
51942,truck:0km/H
51943,car:1km/H
51944,car:0km/H
51945,car:0km/H
51946,truck:0km/H
51947,car:1km/H
51948,car:0km/H
51949,car:0km/H
51950,truck:0km/H
51951,car:1km/H
51952,car:0km/H
51953,car:0km/H
51954,truck:0km/H
51955,car:1km/H
51956,car:0km/H
51957,car:0km/H
51958,truck:0km/H
51959,car:1km/H
51960,car:0km/H
51961,car:0km/H
51962,truck:0km/H
51963,car:1km/H
51964,car:0km/H
51965,car:0km/H
51966,truck:0km/H
51967,car:1km/H
51968,car:0km/H
51969,car:0km/H
51970,truck:0km/H
51971,car:1km/H
51972,car:0km/H
51973,car:0km/H
51974,truck:0km/H
51975,car:1km/H
51976,car:0km/H
51977,car:0km/H
51978,truck:0km/H
51979,car:1km/H
51980,car:0km/H
51981,car:0km/H
51982,truck:0km/H
51983,car:1km/H
51984,car:0km/H
51985,car:0km/H
51986,truck:0km/H
51987,car:1km/H
51988,car:0km/H
51989,car:0km/H
51990,truck:0km/H
51991,car:1km/H
51992,car:0km/H
51993,car:0km/H
51994,truck:0km/H
51995,car:1km/H
51996,car:0km/H
51997,car:0km/H
51998,truck:0km/H
51999,car:1km/H
52000,car:0km/H
52001,car:0km/H
52002,truck:0km/H
52003,car:1km/H
52004,car:0km/H
52005,car:0km/H
52006,truck:0km/H
52007,car:1km/H
52008,car:0km/H
52009,car:0km/H
52010,car:0km/H
52011,truck:0km/H
52012,car:1km/H
52013,car:0km/H
52014,car:0km/H
52015,car:0km/H
52016,truck:0km/H
52017,car:1km/H
52018,car:0km/H
52019,car:0km/H
52020,car:0km/H
52021,truck:0km/H
52022,car:2km/H
52023,car:0km/H
52024,car:0km/H
52025,car:0km/H
52026,truck:0km/H
52027,car:2km/H
52028,car:0km/H
52029,car:0km/H
52030,truck:0km/H
52031,car:2km/H
52032,car:0km/H
52033,car:0km/H
52034,truck:0km/H
52035,car:2km/H
52036,car:0km/H
52037,car:0km/H
52038,truck:0km/H
52039,car:2km/H
52040,car:0km/H
52041,car:0km/H
52042,truck:0km/H
52043,car:2km/H
52044,car:0km/H
52045,car:0km/H
52046,truck:0km/H
52047,car:2km/H
52048,car:0km/H
52049,car:0km/H
52050,truck:0km/H
52051,car:2km/H
52052,car:0km/H
52053,car:0km/H
52054,truck:0km/H
52055,car:2km/H
52056,car:0km/H
52057,car:0km/H
52058,truck:0km/H
52059,car:2km/H
52060,car:0km/H
52061,car:0km/H
52062,truck:0km/H
52063,car:2km/H
52064,car:0km/H
52065,car:0km/H
52066,truck:0km/H
52067,car:2km/H
52068,car:0km/H
52069,car:0km/H
52070,truck:0km/H
52071,car:2km/H
52072,car:0km/H
52073,car:0km/H
52074,truck:0km/H
52075,car:2km/H
52076,car:0km/H
52077,car:0km/H
52078,car:0km/H
52079,truck:0km/H
52080,car:2km/H
52081,car:0km/H
52082,car:0km/H
52083,car:0km/H
52084,truck:0km/H
52085,car:2km/H
52086,car:0km/H
52087,car:0km/H
52088,car:0km/H
52089,truck:0km/H
52090,car:2km/H
52091,car:0km/H
52092,car:0km/H
52093,truck:0km/H
52094,car:2km/H
52095,car:0km/H
52096,car:0km/H
52097,truck:0km/H
52098,car:2km/H
52099,car:0km/H
52100,car:0km/H
52101,truck:0km/H
52102,car:2km/H
52103,car:0km/H
52104,car:0km/H
52105,truck:0km/H
52106,car:2km/H
52107,car:0km/H
52108,car:0km/H
52109,truck:0km/H
52110,car:2km/H
52111,car:0km/H
52112,car:0km/H
52113,truck:0km/H
52114,car:2km/H
52115,car:0km/H
52116,car:0km/H
52117,truck:0km/H
52118,car:2km/H
52119,car:0km/H
52120,car:0km/H
52121,truck:0km/H
52122,car:2km/H
52123,car:0km/H
52124,car:0km/H
52125,truck:0km/H
52126,car:2km/H
52127,car:0km/H
52128,car:0km/H
52129,truck:0km/H
52130,car:2km/H
52131,car:0km/H
52132,car:0km/H
52133,truck:0km/H
52134,car:2km/H
52135,car:0km/H
52136,car:0km/H
52137,car:0km/H
52138,truck:0km/H
52139,car:2km/H
52140,car:0km/H
52141,car:1km/H
52142,car:0km/H
52143,car:0km/H
52144,truck:0km/H
52145,car:2km/H
52146,car:0km/H
52147,car:1km/H
52148,car:0km/H
52149,car:0km/H
52150,truck:0km/H
52151,car:2km/H
52152,car:0km/H
52153,car:0km/H
52154,car:0km/H
52155,car:0km/H
52156,truck:0km/H
52157,car:2km/H
52158,car:0km/H
52159,car:0km/H
52160,car:0km/H
52161,car:0km/H
52162,truck:0km/H
52163,car:2km/H
52164,car:0km/H
52165,car:0km/H
52166,car:0km/H
52167,car:0km/H
52168,truck:0km/H
52169,car:2km/H
52170,car:0km/H
52171,car:0km/H
52172,car:0km/H
52173,car:0km/H
52174,truck:0km/H
52175,car:2km/H
52176,car:0km/H
52177,car:0km/H
52178,car:0km/H
52179,car:0km/H
52180,truck:0km/H
52181,car:2km/H
52182,car:0km/H
52183,car:0km/H
52184,car:0km/H
52185,car:0km/H
52186,truck:0km/H
52187,car:2km/H
52188,car:0km/H
52189,car:0km/H
52190,car:0km/H
52191,car:0km/H
52192,truck:0km/H
52193,car:2km/H
52194,car:0km/H
52195,car:0km/H
52196,car:0km/H
52197,car:0km/H
52198,car:0km/H
52199,truck:0km/H
52200,car:2km/H
52201,car:0km/H
52202,car:0km/H
52203,car:0km/H
52204,car:0km/H
52205,car:0km/H
52206,truck:0km/H
52207,car:2km/H
52208,car:0km/H
52209,car:0km/H
52210,car:0km/H
52211,car:0km/H
52212,car:0km/H
52213,truck:0km/H
52214,car:2km/H
52215,car:0km/H
52216,car:0km/H
52217,car:0km/H
52218,car:0km/H
52219,car:0km/H
52220,truck:0km/H
52221,car:2km/H
52222,car:0km/H
52223,car:0km/H
52224,car:0km/H
52225,car:0km/H
52226,car:0km/H
52227,truck:0km/H
52228,car:2km/H
52229,car:0km/H
52230,car:0km/H
52231,car:0km/H
52232,car:0km/H
52233,car:0km/H
52234,truck:0km/H
52235,car:2km/H
52236,car:0km/H
52237,car:0km/H
52238,car:0km/H
52239,car:0km/H
52240,car:0km/H
52241,truck:0km/H
52242,car:2km/H
52243,car:0km/H
52244,car:0km/H
52245,car:0km/H
52246,car:0km/H
52247,car:0km/H
52248,truck:0km/H
52249,car:2km/H
52250,car:0km/H
52251,car:0km/H
52252,car:0km/H
52253,car:0km/H
52254,car:0km/H
52255,truck:0km/H
52256,car:2km/H
52257,car:0km/H
52258,car:0km/H
52259,car:0km/H
52260,car:0km/H
52261,car:0km/H
52262,truck:0km/H
52263,car:2km/H
52264,car:0km/H
52265,car:0km/H
52266,car:0km/H
52267,car:0km/H
52268,car:0km/H
52269,truck:0km/H
52270,car:2km/H
52271,car:0km/H
52272,car:0km/H
52273,car:0km/H
52274,car:0km/H
52275,car:0km/H
52276,truck:0km/H
52277,car:2km/H
52278,car:0km/H
52279,car:0km/H
52280,car:0km/H
52281,car:0km/H
52282,car:0km/H
52283,truck:0km/H
52284,car:2km/H
52285,car:0km/H
52286,car:0km/H
52287,car:0km/H
52288,car:0km/H
52289,car:0km/H
52290,truck:0km/H
52291,car:2km/H
52292,car:0km/H
52293,car:0km/H
52294,car:0km/H
52295,car:0km/H
52296,car:0km/H
52297,truck:0km/H
52298,car:3km/H
52299,car:0km/H
52300,car:0km/H
52301,car:0km/H
52302,car:0km/H
52303,car:0km/H
52304,truck:0km/H
52305,car:3km/H
52306,car:0km/H
52307,car:0km/H
52308,car:0km/H
52309,car:0km/H
52310,car:0km/H
52311,truck:0km/H
52312,car:3km/H
52313,car:0km/H
52314,car:0km/H
52315,car:0km/H
52316,car:0km/H
52317,car:0km/H
52318,truck:0km/H
52319,car:3km/H
52320,car:0km/H
52321,car:0km/H
52322,car:0km/H
52323,car:0km/H
52324,car:0km/H
52325,truck:0km/H
52326,car:3km/H
52327,car:0km/H
52328,car:0km/H
52329,car:0km/H
52330,car:0km/H
52331,car:0km/H
52332,truck:0km/H
52333,car:3km/H
52334,car:0km/H
52335,car:0km/H
52336,car:0km/H
52337,car:0km/H
52338,truck:0km/H
52339,car:3km/H
52340,car:0km/H
52341,car:0km/H
52342,car:0km/H
52343,car:0km/H
52344,truck:0km/H
52345,car:3km/H
52346,car:0km/H
52347,car:0km/H
52348,car:0km/H
52349,car:0km/H
52350,truck:0km/H
52351,car:3km/H
52352,car:0km/H
52353,car:0km/H
52354,car:0km/H
52355,car:0km/H
52356,truck:0km/H
52357,car:3km/H
52358,car:0km/H
52359,car:0km/H
52360,car:0km/H
52361,car:0km/H
52362,truck:0km/H
52363,car:3km/H
52364,car:0km/H
52365,car:0km/H
52366,car:0km/H
52367,car:0km/H
52368,truck:0km/H
52369,car:3km/H
52370,car:0km/H
52371,car:0km/H
52372,car:0km/H
52373,car:0km/H
52374,car:3km/H
52375,car:0km/H
52376,car:0km/H
52377,car:0km/H
52378,car:0km/H
52379,car:3km/H
52380,car:0km/H
52381,car:0km/H
52382,car:0km/H
52383,car:0km/H
52384,car:3km/H
52385,car:0km/H
52386,car:0km/H
52387,car:0km/H
52388,car:0km/H
52389,car:3km/H
52390,car:0km/H
52391,car:0km/H
52392,car:0km/H
52393,car:0km/H
52394,car:3km/H
52395,car:0km/H
52396,car:0km/H
52397,car:0km/H
52398,car:0km/H
52399,car:3km/H
52400,car:0km/H
52401,car:0km/H
52402,car:0km/H
52403,car:0km/H
52404,car:3km/H
52405,car:0km/H
52406,car:0km/H
52407,car:0km/H
52408,car:0km/H
52409,car:3km/H
52410,car:0km/H
52411,car:0km/H
52412,car:0km/H
52413,car:0km/H
52414,car:3km/H
52415,car:0km/H
52416,car:0km/H
52417,car:0km/H
52418,car:0km/H
52419,car:3km/H
52420,car:0km/H
52421,car:0km/H
52422,car:0km/H
52423,car:0km/H
52424,car:3km/H
52425,car:0km/H
52426,car:0km/H
52427,car:0km/H
52428,car:0km/H
52429,car:3km/H
52430,car:0km/H
52431,car:0km/H
52432,car:0km/H
52433,car:0km/H
52434,car:3km/H
52435,car:0km/H
52436,car:0km/H
52437,car:0km/H
52438,car:0km/H
52439,car:3km/H
52440,car:0km/H
52441,car:0km/H
52442,car:0km/H
52443,car:0km/H
52444,car:3km/H
52445,car:0km/H
52446,car:0km/H
52447,car:0km/H
52448,car:0km/H
52449,car:3km/H
52450,car:0km/H
52451,car:0km/H
52452,car:0km/H
52453,car:0km/H
52454,car:3km/H
52455,car:0km/H
52456,car:0km/H
52457,car:0km/H
52458,car:0km/H
52459,car:3km/H
52460,car:0km/H
52461,car:0km/H
52462,car:0km/H
52463,car:0km/H
52464,car:3km/H
52465,car:0km/H
52466,car:0km/H
52467,car:0km/H
52468,car:0km/H
52469,car:3km/H
52470,car:0km/H
52471,car:0km/H
52472,car:0km/H
52473,car:0km/H
52474,car:3km/H
52475,car:0km/H
52476,car:0km/H
52477,car:0km/H
52478,car:0km/H
52479,car:3km/H
52480,car:0km/H
52481,car:0km/H
52482,car:0km/H
52483,car:0km/H
52484,car:3km/H
52485,car:0km/H
52486,car:0km/H
52487,car:1km/H
52488,car:0km/H
52489,car:0km/H
52490,car:3km/H
52491,car:0km/H
52492,car:0km/H
52493,car:1km/H
52494,truck:0km/H
52495,car:0km/H
52496,car:0km/H
52497,car:3km/H
52498,car:0km/H
52499,car:0km/H
52500,car:1km/H
52501,truck:0km/H
52502,car:0km/H
52503,car:0km/H
52504,car:3km/H
52505,car:0km/H
52506,car:0km/H
52507,car:2km/H
52508,truck:0km/H
52509,car:0km/H
52510,car:0km/H
52511,car:3km/H
52512,car:0km/H
52513,car:0km/H
52514,car:1km/H
52515,truck:0km/H
52516,car:0km/H
52517,car:0km/H
52518,car:3km/H
52519,car:0km/H
52520,car:0km/H
52521,car:1km/H
52522,truck:0km/H
52523,car:0km/H
52524,car:0km/H
52525,car:3km/H
52526,car:0km/H
52527,car:0km/H
52528,car:1km/H
52529,truck:0km/H
52530,car:0km/H
52531,car:0km/H
52532,car:0km/H
52533,car:3km/H
52534,car:0km/H
52535,car:0km/H
52536,car:1km/H
52537,truck:0km/H
52538,car:0km/H
52539,car:0km/H
52540,car:0km/H
52541,car:3km/H
52542,car:0km/H
52543,car:0km/H
52544,car:1km/H
52545,truck:0km/H
52546,car:0km/H
52547,car:0km/H
52548,car:0km/H
52549,car:0km/H
52550,car:0km/H
52551,car:1km/H
52552,truck:0km/H
52553,car:0km/H
52554,car:0km/H
52555,car:0km/H
52556,car:0km/H
52557,car:1km/H
52558,truck:0km/H
52559,car:0km/H
52560,car:0km/H
52561,car:0km/H
52562,car:0km/H
52563,car:1km/H
52564,truck:0km/H
52565,car:0km/H
52566,car:0km/H
52567,car:0km/H
52568,car:0km/H
52569,car:1km/H
52570,truck:0km/H
52571,car:0km/H
52572,car:0km/H
52573,car:0km/H
52574,car:0km/H
52575,car:1km/H
52576,truck:0km/H
52577,car:0km/H
52578,car:0km/H
52579,car:0km/H
52580,car:0km/H
52581,car:1km/H
52582,truck:0km/H
52583,car:0km/H
52584,car:0km/H
52585,car:0km/H
52586,car:2km/H
52587,truck:0km/H
52588,car:0km/H
52589,car:0km/H
52590,car:0km/H
52591,car:2km/H
52592,truck:0km/H
52593,car:0km/H
52594,car:0km/H
52595,car:0km/H
52596,car:1km/H
52597,truck:0km/H
52598,car:0km/H
52599,car:0km/H
52600,car:0km/H
52601,car:1km/H
52602,truck:0km/H
52603,car:0km/H
52604,car:0km/H
52605,car:0km/H
52606,car:1km/H
52607,truck:0km/H
52608,car:0km/H
52609,car:0km/H
52610,car:0km/H
52611,car:1km/H
52612,truck:0km/H
52613,car:0km/H
52614,car:1km/H
52615,car:0km/H
52616,car:0km/H
52617,car:1km/H
52618,truck:0km/H
52619,car:0km/H
